"","Date","Ring","Species","Age","Sex","Pit","Num.caught","PIT.year","hatch.year","Age.in.2021"
"2725",2020-11-23,"B5H0114","BLUTI",3,"","0700EDA34F",1,2020,2020,"first.year"
"2726",2019-10-23,"C5A1145","GRETI",5,"F","0700EDA372",1,2019,2018,"adult"
"2729",2019-11-15,"C5A1308","GRETI",5,"F","0700EDA3B2",2,2019,2018,"adult"
"2730",2020-02-11,"C5A1308","GRETI",5,"F","0700EDA3B2",2,2020,2019,"adult"
"2731",2019-12-02,"C5A1457","GRETI",5,"F","0700EDA3EA",2,2019,2018,"adult"
"2732",2019-12-09,"C5A1457","GRETI",6,"F","0700EDA3EA",2,2019,2017,"adult"
"2734",2020-07-28,"C5A1912","GRETI",3,"","0700EDA3EC",2,2020,2020,"first.year"
"2735",2019-12-28,"C5A1513","GRETI",6,"M","0700EDA41F",1,2019,2017,"adult"
"2737",2020-08-11,"C5A1823","GRETI",3,"","0700EDA44F",2,2020,2020,"first.year"
"2738",2019-10-28,"C5A1188","GRETI",6,"F","0700EDA45C",1,2019,2017,"adult"
"2739",2019-11-04,"C5A1229","GRETI",5,"F","0700EDA469",1,2019,2018,"adult"
"2741",2020-02-12,"C5A1692","GRETI",5,"F","0700EDA48D",1,2020,2019,"adult"
"2746",2019-11-15,"C5A1311","GRETI",6,"M","0700EDA4C9",1,2019,2017,"adult"
"2747",2019-11-11,"C5A1281","GRETI",6,"F","0700EDA4F7",1,2019,2017,"adult"
"2748",2019-12-29,"C5A1544","GRETI",6,"M","0700EDA500",1,2019,2017,"adult"
"2749",2019-11-27,"C5A1420","GRETI",6,"F","0700EDA513",1,2019,2017,"adult"
"2750",2019-02-22,"B4R7441","BLUTI",5,"F","0700EDA52F",1,2019,2018,"adult"
"2752",2019-11-04,"C5A1227","GRETI",6,"F","0700EDA5AA",1,2019,2017,"adult"
"2754",2019-11-18,"C5A1340","GRETI",5,"F","0700EDA5FE",1,2019,2018,"adult"
"2755",2019-11-04,"C5A1223","GRETI",5,"F","0700EDA607",1,2019,2018,"adult"
"2756",2019-12-02,"C5A1453","GRETI",6,"M","0700EDA615",1,2019,2017,"adult"
"2758",2020-08-18,"C5H4044","GRETI",3,"","0700EDA61C",2,2020,2020,"first.year"
"2760",2020-11-20,"B5H0112","BLUTI",4,"F","0700EDA673",1,2020,2019,"adult"
"2763",2020-02-04,"C5A1649","GRETI",6,"F","0700EDA729",1,2020,2018,"adult"
"2764",2020-02-04,"C5A1644","GRETI",5,"M","0700EDA73E",1,2020,2019,"adult"
"2767",2020-12-02,"C5H4392","GRETI",4,"M","0700EDA762",1,2020,2019,"adult"
"2768",2020-11-25,"C3T2845","GRETI",4,"F","0700EDA79C",1,2020,2019,"adult"
"2769",2020-11-02,"C5H4267","GRETI",3,"F","0700EDA7E2",1,2020,2020,"first.year"
"2770",2019-10-25,"C5A1167","GRETI",5,"F","0700EDA800",1,2019,2018,"adult"
"2772",2020-05-12,"C5A1771","GRETI",5,"M","0700EDA81B",1,2020,2019,"adult"
"2773",2020-10-30,"C3T2742","GRETI",3,"F","0700EDA852",1,2020,2020,"first.year"
"2774",2019-10-25,"C5A1162","GRETI",6,"M","0700EDA876",1,2019,2017,"adult"
"2776",2020-02-04,"C5A1643","GRETI",6,"M","0700EDA8BD",1,2020,2018,"adult"
"2777",2019-11-22,"C5A1388","GRETI",5,"F","0700EDA8FC",1,2019,2018,"adult"
"2779",2020-10-19,"C5H4203","GRETI",3,"F","0700EDA928",1,2020,2020,"first.year"
"2780",2019-11-04,"C5A1209","GRETI",5,"F","0700EDA95C",3,2019,2018,"adult"
"2781",2020-10-28,"C5A1209","GRETI",4,"F","0700EDA95C",3,2020,2019,"adult"
"2782",2020-11-06,"C5A1209","GRETI",4,"F","0700EDA95C",3,2020,2019,"adult"
"2784",2019-12-29,"C5A1524","GRETI",5,"M","0700EDA97A",1,2019,2018,"adult"
"2785",2019-07-25,"C5A1040","GRETI",3,"","0700EDA99E",2,2019,2019,"adult"
"2786",2020-02-25,"C5A1040","GRETI",5,"F","0700EDA99E",2,2020,2019,"adult"
"2787",2020-02-19,"C5A1709","GRETI",6,"M","0700EDA99F",1,2020,2018,"adult"
"2788",2019-11-25,"C5A1397","GRETI",5,"F","0700EDA9E4",1,2019,2018,"adult"
"2790",2019-11-18,"C5A1355","GRETI",6,"M","0700EDA9FE",2,2019,2017,"adult"
"2791",2020-02-12,"C5A1355","GRETI",6,"M","0700EDA9FE",2,2020,2018,"adult"
"2793",2020-09-29,"C5H4150","GRETI",4,"M","0700EDAA40",2,2020,2019,"adult"
"2794",2020-12-02,"C5H4150","GRETI",4,"M","0700EDAA40",2,2020,2019,"adult"
"2797",2019-12-02,"C5A1447","GRETI",5,"F","0700EDAA97",1,2019,2018,"adult"
"2798",2019-11-27,"C5A1418","GRETI",6,"M","0700EDAAAF",1,2019,2017,"adult"
"2799",2020-02-19,"C5A1710","GRETI",5,"F","0700EDAAB0",1,2020,2019,"adult"
"2801",2020-11-10,"C5A1954","GRETI",4,"M","0700EDAAE5",3,2020,2019,"adult"
"2802",2020-11-10,"C5A1954","GRETI",3,"M","0700EDAAE5",3,2020,2020,"first.year"
"2806",2020-11-11,"B5H0045","BLUTI",4,"M","0700EDAB9B",1,2020,2019,"adult"
"2809",2020-05-10,"C5A1743","GRETI",5,"M","0700EDAC17",1,2020,2019,"adult"
"2810",2020-01-07,"C5A1570","GRETI",6,"M","0700EDAC31",1,2020,2018,"adult"
"2811",2019-07-10,"C5A1021","GRETI",3,"","0700EDAC58",3,2019,2019,"adult"
"2812",2019-09-12,"C5A1021","GRETI",3,"F","0700EDAC58",3,2019,2019,"adult"
"2813",2019-10-11,"C5A1021","GRETI",3,"F","0700EDAC58",3,2019,2019,"adult"
"2815",2020-10-28,"C5H4259","GRETI",4,"M","0700EDAC82",1,2020,2019,"adult"
"2816",2019-12-06,"C5A1494","GRETI",5,"M","0700EDAC9A",1,2019,2018,"adult"
"2817",2020-11-03,"C5H4295","GRETI",3,"F","0700EDACD7",1,2020,2020,"first.year"
"2818",2020-01-11,"C5A1600","GRETI",5,"F","0700EDACDC",1,2020,2019,"adult"
"2819",2020-02-11,"C5A1679","GRETI",6,"M","0700EDACDD",1,2020,2018,"adult"
"2821",2020-01-15,"C5A1603","GRETI",5,"M","0700EDAD00",1,2020,2019,"adult"
"2822",2020-10-21,"C5H4236","GRETI",3,"","0700EDAD05",1,2020,2020,"first.year"
"2824",2019-10-28,"C5A1179","GRETI",6,"M","0700EDAD3B",1,2019,2017,"adult"
"2825",2020-12-04,"B4R7940","BLUTI",3,"M","0700EDAD4B",1,2020,2020,"first.year"
"2829",2020-07-28,"C5A1963","GRETI",3,"","0700EDAD6F",3,2020,2020,"first.year"
"2832",2020-11-13,"C5A1191","GRETI",4,"M","0700EDAD97",1,2020,2019,"adult"
"2833",2019-10-23,"C5A1120","GRETI",6,"M","0700EDADB4",1,2019,2017,"adult"
"2834",2020-08-18,"C5H4089","GRETI",3,"","0700EDADBC",1,2020,2020,"first.year"
"2835",2020-10-22,"C5H4239","GRETI",3,"F","0700EDADEA",1,2020,2020,"first.year"
"2836",2019-12-31,"C5A1558","GRETI",5,"F","0700EDAE05",2,2019,2018,"adult"
"2837",2020-02-10,"C5A1558","GRETI",5,"F","0700EDAE05",2,2020,2019,"adult"
"2839",2020-02-04,"C5A1646","GRETI",6,"M","0700EDAE25",1,2020,2018,"adult"
"2840",2020-11-03,"C5H4288","GRETI",3,"M","0700EDAE2F",1,2020,2020,"first.year"
"2844",2020-11-06,"C5H4180","GRETI",3,"F","0700EDAE7F",3,2020,2020,"first.year"
"2845",2020-11-24,"C5H4180","GRETI",4,"F","0700EDAE7F",3,2020,2019,"adult"
"2846",2020-12-02,"C5H4180","GRETI",3,"F","0700EDAE7F",3,2020,2020,"first.year"
"2847",2020-09-30,"C2H2823","GRETI",4,"F","0700EDAED2",1,2020,2019,"adult"
"2848",2019-11-13,"C5A1403","GRETI",6,"F","0700EDAEE8",2,2019,2017,"adult"
"2849",2020-04-22,"C5A1403","GRETI",6,"F","0700EDAEE8",2,2020,2018,"adult"
"2850",2020-11-10,"B5H0040","BLUTI",3,"F","0700EDAEF4",2,2020,2020,"first.year"
"2852",2020-11-30,"C5H4377","GRETI",3,"F","0700EDAF18",2,2020,2020,"first.year"
"2853",2020-12-04,"C5H4377","GRETI",3,"F","0700EDAF18",2,2020,2020,"first.year"
"2857",2020-08-19,"C5A1863","GRETI",3,"","0700EDAF4E",3,2020,2020,"first.year"
"2859",2020-12-04,"B4R7938","BLUTI",4,"","0700EDAF55",1,2020,2019,"adult"
"2860",2020-11-05,"C3T2792","GRETI",3,"F","0700EDAF7E",1,2020,2020,"first.year"
"2861",2019-12-30,"C5A1551","GRETI",6,"F","0700EDAFA8",1,2019,2017,"adult"
"2863",2020-11-11,"C5H4318","GRETI",3,"M","0700EDB043",2,2020,2020,"first.year"
"2864",2020-11-24,"C5H4318","GRETI",3,"M","0700EDB043",2,2020,2019,"first.year"
"2865",2020-09-30,"C5H4155","GRETI",3,"F","0700EDB068",1,2020,2020,"first.year"
"2868",2020-01-18,"C5A1629","GRETI",5,"F","0700EDB09D",1,2020,2019,"adult"
"2871",2019-12-29,"C5A1533","GRETI",5,"M","0700EDB0E5",1,2019,2018,"adult"
"2872",2020-11-17,"C3T2833","GRETI",3,"F","0700EDB0FC",1,2020,2020,"first.year"
"2873",2020-10-29,"C5H4263","GRETI",3,"F","0700EDB101",1,2020,2020,"first.year"
"2874",2020-12-07,"C5H4405","GRETI",4,"M","0700EDB10D",1,2020,2019,"adult"
"2875",2019-12-06,"C5A1485","GRETI",5,"M","0700EDB120",1,2019,2018,"adult"
"2876",2019-11-15,"C5A1313","GRETI",6,"M","0700EDB121",1,2019,2017,"adult"
"2877",2020-05-08,"C5A1910","GRETI",5,"M","0700EDB123",1,2020,2019,"adult"
"2878",2019-10-25,"C5A1150","GRETI",5,"M","0700EDB152",2,2019,2018,"adult"
"2880",2019-12-02,"C5A1461","GRETI",5,"M","0700EDB15D",1,2019,2018,"adult"
"2881",2020-10-30,"C3T2782","GRETI",4,"M","0700EDB170",2,2020,2019,"adult"
"2882",2020-11-13,"C3T2782","GRETI",4,"M","0700EDB170",2,2020,2019,"adult"
"2883",2020-10-21,"C5H4229","GRETI",3,"M","0700EDB171",2,2020,2020,"first.year"
"2886",2020-08-18,"C5A1883","GRETI",3,"","0700EDB199",3,2020,2020,"first.year"
"2887",2020-08-19,"C5A1883","GRETI",3,"M","0700EDB199",3,2020,2020,"first.year"
"2888",2020-12-04,"C5H4401","GRETI",3,"F","0700EDB1AC",1,2020,2020,"first.year"
"2889",2020-01-11,"C5A1594","GRETI",6,"M","0700EDB1C0",1,2020,2018,"adult"
"2890",2020-09-28,"C5H4133","GRETI",4,"M","0700EDB1C6",1,2020,2019,"adult"
"2891",2019-12-29,"C5A1546","GRETI",5,"M","0700EDB226",1,2019,2018,"adult"
"2892",2019-12-04,"C5A1484","GRETI",6,"F","0700EDB230",1,2019,2017,"adult"
"2894",2020-01-09,"C5A1582","GRETI",5,"M","0700EDB255",1,2020,2019,"adult"
"2896",2020-11-18,"C3T2474","GRETI",4,"F","0700EDB271",1,2020,2019,"adult"
"2900",2020-05-08,"C5A1736","GRETI",5,"M","0700EDB2E8",1,2020,2019,"adult"
"2901",2019-10-23,"C5A1127","GRETI",6,"M","0700EDB303",1,2019,2017,"adult"
"2902",2020-11-11,"C5H4302","GRETI",3,"M","0700EDB315",2,2020,2020,"first.year"
"2903",2020-11-24,"C5H4302","GRETI",3,"M","0700EDB315",2,2020,2020,"first.year"
"2904",2020-01-10,"C5A1587","GRETI",5,"F","0700EDB32A",1,2020,2019,"adult"
"2905",2020-11-03,"C5H4294","GRETI",3,"F","0700EDB340",1,2020,2020,"first.year"
"2906",2020-11-30,"B5H0124","BLUTI",3,"M","0700EDB348",1,2020,2020,"first.year"
"2907",2020-12-03,"C5H4394","GRETI",4,"F","0700EDB363",1,2020,2019,"adult"
"2908",2019-11-11,"C5A1270","GRETI",5,"M","0700EDB373",1,2019,2018,"adult"
"2909",2020-08-18,"C5H4092","GRETI",3,"","0700EDB393",1,2020,2020,"first.year"
"2910",2020-10-09,"C5H4163","NUTHA",3,"M","0700EDB3A4",2,2020,2020,"first.year"
"2911",2020-11-06,"C5H4163","NUTHA",2,"","0700EDB3A4",2,2020,2020,"first.year"
"2913",2020-07-28,"C5H4121","GRETI",3,"","0700EDB3B9",3,2020,2020,"first.year"
"2914",2020-09-02,"C5H4121","GRETI",3,"","0700EDB3B9",3,2020,2020,"first.year"
"2916",2020-10-30,"C5H4265","GRETI",3,"F","0700EDB3D5",1,2020,2020,"first.year"
"2917",2019-11-28,"C5A1432","GRETI",6,"M","0700EDB3D9",2,2019,2017,"adult"
"2918",2020-01-17,"C5A1432","GRETI",6,"M","0700EDB3D9",2,2020,2018,"adult"
"2920",2020-10-28,"C5H4261","GRETI",3,"M","0700EDB3F2",1,2020,2020,"first.year"
"2921",2019-10-18,"C5A1102","GRETI",6,"M","0700EDB3FE",1,2019,2017,"adult"
"2922",2020-10-19,"C5H4224","GRETI",3,"F","0700EDB403",1,2020,2020,"first.year"
"2924",2020-10-19,"C5H4201","GRETI",3,"F","0700EDB417",1,2020,2020,"first.year"
"2925",2019-11-18,"C5A1341","GRETI",6,"F","0700EDB42B",1,2019,2017,"adult"
"2926",2019-10-16,"C5A1076","NUTHA",5,"M","0700EDB437",1,2019,2018,"adult"
"2928",2020-01-17,"C5A1618","GRETI",5,"F","0700EDB457",1,2020,2019,"adult"
"2932",2020-01-16,"C5A1611","GRETI",6,"F","0700EDB4AC",1,2020,2018,"adult"
"2934",2019-10-28,"C5A1175","GRETI",5,"M","0700EDB50E",1,2019,2018,"adult"
"2935",2020-11-16,"B5H0070","BLUTI",3,"M","0700EDB519",3,2020,2020,"first.year"
"2936",2020-12-04,"B5H0070","BLUTI",3,"M","0700EDB519",3,2020,2020,"first.year"
"2939",2020-10-27,"C5H4250","GRETI",3,"M","0700EDB57A",1,2020,2020,"first.year"
"2940",2020-01-11,"C5A1599","GRETI",5,"M","0700EDB58F",1,2020,2019,"adult"
"2941",2019-11-13,"C5A1287","GRETI",6,"F","0700EDB591",2,2019,2017,"adult"
"2942",2019-11-18,"C5A1287","GRETI",5,"F","0700EDB591",2,2019,2018,"adult"
"2943",2019-12-06,"C3T2141","GRETI",6,"M","0700EDB593",2,2019,2017,"adult"
"2944",2020-11-18,"C3T2141","GRETI",4,"M","0700EDB593",2,2020,2019,"adult"
"2945",2019-11-04,"C5A1230","GRETI",6,"F","0700EDB5A6",1,2019,2017,"adult"
"2946",2020-11-30,"C5H4380","GRETI",4,"M","0700EDB5B6",1,2020,2019,"adult"
"2947",2020-01-18,"C5A1635","GRETI",5,"M","0700EDB607",1,2020,2019,"adult"
"2948",2020-12-03,"C5H4400","GRETI",3,"F","0700EDB613",1,2020,2020,"first.year"
"2949",2019-12-06,"C5A1495","GRETI",5,"M","0700EDB629",1,2019,2018,"adult"
"2951",2020-01-07,"C5A1564","GRETI",5,"M","0700EDB64A",1,2020,2019,"adult"
"2952",2019-07-31,"C5A1047","GRETI",4,"M","0700EDB64C",1,2019,2018,"adult"
"2953",2020-11-20,"C5H4359","GRETI",3,"F","0700EDB65C",1,2020,2020,"first.year"
"2954",2020-09-28,"C5H4130","GRETI",4,"M","0700EDB663",1,2020,2019,"adult"
"2955",2019-11-11,"C5A1278","GRETI",6,"M","0700EDB666",3,2019,2017,"adult"
"2956",2019-12-29,"C5A1278","GRETI",5,"M","0700EDB666",3,2019,2018,"adult"
"2957",2020-11-18,"C5A1278","GRETI",4,"M","0700EDB666",3,2020,2019,"adult"
"2958",2020-11-11,"B5H0050","BLUTI",2,"F","0700EDB6A4",1,2020,2020,"first.year"
"2960",2020-12-02,"C5A1794","GRETI",3,"F","0700EDB6AF",4,2020,2020,"first.year"
"2961",2020-12-04,"C5A1794","GRETI",3,"F","0700EDB6AF",4,2020,2020,"first.year"
"2966",2020-07-28,"C5A1921","GRETI",3,"","0700EDB6F3",3,2020,2020,"first.year"
"2967",2020-09-04,"C5A1921","GRETI",4,"","0700EDB6F3",3,2020,2019,"adult"
"2968",2020-05-03,"C5A1724","GRETI",5,"F","0700EDB6F5",2,2020,2019,"adult"
"2969",2020-11-30,"C5A1724","GRETI",4,"F","0700EDB6F5",2,2020,2019,"adult"
"2970",2020-05-12,"C5A1813","GRETI",5,"F","0700EDB70D",1,2020,2019,"adult"
"2972",2020-11-05,"C5H4300","GRETI",4,"F","0700EDB73B",3,2020,2019,"adult"
"2973",2020-11-13,"C5H4300","GRETI",4,"F","0700EDB73B",3,2020,2019,"adult"
"2974",2020-11-18,"C5H4300","GRETI",4,"F","0700EDB73B",3,2020,2019,"adult"
"2975",2020-01-07,"C5A1571","GRETI",6,"M","0700EDB77E",1,2020,2018,"adult"
"2976",2020-11-24,"C5H4372","GRETI",3,"F","0700EDB784",1,2020,2020,"first.year"
"2978",2019-12-03,"C5A1472","GRETI",5,"F","0700EDB7CE",1,2019,2018,"adult"
"2980",2020-02-10,"C5A1656","GRETI",5,"M","0700EDB7DC",1,2020,2019,"adult"
"2981",2019-11-27,"C5A1422","GRETI",6,"M","0700EDB7FA",1,2019,2017,"adult"
"2983",2020-09-02,"C5A1911","GRETI",4,"M","0700EDB80E",4,2020,2019,"adult"
"2984",2020-10-27,"C5A1911","GRETI",3,"M","0700EDB80E",4,2020,2020,"first.year"
"2986",2019-10-18,"C5A1112","GRETI",5,"F","0700EDB811",1,2019,2018,"adult"
"2987",2020-02-18,"C5A1700","GRETI",6,"M","0700EDB819",1,2020,2018,"adult"
"2990",2020-10-19,"C5H4206","GRETI",3,"F","0700EDB858",1,2020,2020,"first.year"
"2991",2020-11-17,"C3T2775","GRETI",3,"M","0700EDB85C",1,2020,2020,"first.year"
"2992",2020-02-10,"C5A1666","GRETI",5,"F","0700EDB85D",1,2020,2019,"adult"
"2994",2020-10-01,"C5H4160","GRETI",4,"F","0700EDB887",1,2020,2019,"adult"
"2997",2020-07-28,"C5A1884","GRETI",3,"","0700EDB8D8",5,2020,2020,"first.year"
"2998",2020-09-04,"C5A1884","GRETI",3,"","0700EDB8D8",5,2020,2020,"first.year"
"2999",2020-11-10,"C5A1884","GRETI",3,"M","0700EDB8D8",5,2020,2020,"first.year"
"3000",2020-11-27,"C5A1884","GRETI",3,"M","0700EDB8D8",5,2020,2020,"first.year"
"3001",2019-10-16,"C5A1085","GRETI",5,"M","0700EDB901",1,2019,2018,"adult"
"3002",2020-05-05,"C5A1732","GRETI",5,"M","0700EDB923",1,2020,2019,"adult"
"3004",2020-02-12,"C5A1688","GRETI",5,"F","0700EDB93F",1,2020,2019,"adult"
"3006",2020-11-11,"B5H0052","BLUTI",4,"F","0700EDB97F",1,2020,2019,"adult"
"3008",2019-11-22,"C5A1384","GRETI",6,"F","0700EDB9B4",1,2019,2017,"adult"
"3009",2019-11-15,"C5A1303","GRETI",5,"F","0700EDB9C2",2,2019,2018,"adult"
"3010",2020-01-18,"C5A1303","GRETI",5,"F","0700EDB9C2",2,2020,2019,"adult"
"3011",2020-11-05,"C3T2794","GRETI",3,"M","0700EDB9C8",3,2020,2020,"first.year"
"3012",2020-11-13,"C3T2794","GRETI",3,"M","0700EDB9C8",3,2020,2020,"first.year"
"3013",2020-11-18,"C3T2794","GRETI",3,"M","0700EDB9C8",3,2020,2020,"first.year"
"3014",2020-02-12,"C5A1686","GRETI",5,"F","0700EDB9D8",1,2020,2019,"adult"
"3016",2020-07-28,"C5A1986","GRETI",3,"","0700EDBA15",4,2020,2020,"first.year"
"3017",2020-11-12,"C5A1986","GRETI",4,"M","0700EDBA15",4,2020,2019,"adult"
"3018",2020-11-26,"C5A1986","GRETI",4,"M","0700EDBA15",4,2020,2019,"adult"
"3019",2020-11-26,"C3T0036","GRETI",4,"M","0700EDBA1F",1,2020,2019,"adult"
"3020",2019-10-28,"C5A1193","GRETI",5,"F","0700EDBA20",1,2019,2018,"adult"
"3021",2020-12-11,"B4R7949","BLUTI",3,"F","0700EDBA3A",1,2020,2020,"first.year"
"3024",2019-11-27,"C5A1409","GRETI",6,"F","0700EDBA78",2,2019,2017,"adult"
"3025",2019-12-29,"C5A1409","GRETI",5,"F","0700EDBA78",2,2019,2018,"adult"
"3027",2019-11-18,"C5A1325","GRETI",6,"F","0700EDBAA1",1,2019,2017,"adult"
"3028",2020-10-27,"C5H4246","GRETI",3,"M","0700EDBAAA",1,2020,2020,"first.year"
"3030",2020-01-17,"C5A1625","GRETI",5,"M","0700EDBAC1",1,2020,2019,"adult"
"3033",2020-11-20,"C5H4362","GRETI",3,"M","0700EDBB0F",1,2020,2020,"first.year"
"3034",2020-01-07,"C5A1563","GRETI",5,"F","0700EDBB1F",1,2020,2019,"adult"
"3035",2020-11-13,"C5H4331","GRETI",3,"M","0700EDBB20",3,2020,2020,"first.year"
"3036",2020-11-18,"C5H4331","GRETI",3,"M","0700EDBB20",3,2020,2020,"first.year"
"3037",2020-11-18,"C5H4331","GRETI",3,"M","0700EDBB20",3,2020,2020,"first.year"
"3038",2020-08-19,"C5H4094","NUTHA",3,"","0700EDBB2B",2,2020,2020,"first.year"
"3039",2020-11-10,"C5H4094","NUTHA",4,"M","0700EDBB2B",2,2020,2019,"adult"
"3040",2019-10-23,"C5A1136","GRETI",5,"F","0700EDBB65",1,2019,2018,"adult"
"3041",2020-11-06,"C5H4171","GRETI",3,"","0700EDBB87",1,2020,2020,"first.year"
"3045",2019-12-29,"C5A1527","GRETI",5,"F","0700EDBBEF",1,2019,2018,"adult"
"3046",2020-01-11,"C5A1598","GRETI",6,"M","0700EDBC10",1,2020,2018,"adult"
"3047",2020-10-27,"C5H4248","GRETI",3,"F","0700EDBC2E",1,2020,2020,"first.year"
"3050",2020-10-19,"C5H4065","GRETI",3,"F","0700EDBC84",2,2020,2020,"first.year"
"3051",2019-10-30,"C5A1206","GRETI",6,"M","0700EDBC98",1,2019,2017,"adult"
"3052",2019-11-20,"C5A1375","GRETI",5,"F","0700EDBCA3",1,2019,2018,"adult"
"3053",2019-11-18,"C5A1320","GRETI",5,"F","0700EDBCA5",1,2019,2018,"adult"
"3055",2019-11-28,"C5A1439","GRETI",6,"M","0700EDBCBE",1,2019,2017,"adult"
"3056",2019-12-31,"C5A1559","GRETI",5,"M","0700EDBCC5",1,2019,2018,"adult"
"3058",2020-01-18,"C5A1630","GRETI",6,"M","0700EDBD48",1,2020,2018,"adult"
"3062",2020-11-13,"C3T2685","GRETI",3,"M","0700EDBD71",1,2020,2020,"first.year"
"3065",2019-10-18,"C5A1106","GRETI",5,"M","0700EDBDAF",1,2019,2018,"adult"
"3066",2020-09-02,"C5H4098","GREFI",3,"","0700EDBDB2",1,2020,2020,"first.year"
"3068",2020-10-21,"C5H4232","NUTHA",3,"F","0700EDBDFB",2,2020,2020,"first.year"
"3069",2020-11-17,"C5H4232","NUTHA",4,"F","0700EDBDFB",2,2020,2019,"adult"
"3071",2020-02-18,"C5A1708","GRETI",5,"F","0700EDBE8B",1,2020,2019,"adult"
"3072",2019-10-18,"C5A1109","GRETI",6,"M","0700EDBE9F",1,2019,2017,"adult"
"3073",2020-10-21,"C5H4228","GRETI",3,"F","0700EDBEC2",1,2020,2020,"first.year"
"3074",2019-10-25,"C5A1152","GRETI",6,"M","0700EDBED5",1,2019,2017,"adult"
"3076",2019-11-20,"C5A1210","NUTHA",6,"M","0700EDBEF6",2,2019,2017,"adult"
"3078",2020-10-09,"C5H4165","GRETI",3,"F","0700EDBF90",1,2020,2020,"first.year"
"3079",2019-11-18,"C5A1331","GRETI",6,"M","0700EDBFB5",2,2019,2017,"adult"
"3080",2020-12-02,"C5A1331","GRETI",4,"M","0700EDBFB5",2,2020,2019,"adult"
"3082",2020-05-07,"C5A1735","GRETI",5,"F","0700EDBFE4",1,2020,2019,"adult"
"3084",2019-11-27,"C5A1414","GRETI",6,"M","0700EDBFEC",1,2019,2017,"adult"
"3085",2019-12-29,"C3T2471","GRETI",5,"M","0700EDC03A",1,2019,2018,"adult"
"3086",2019-12-30,"C5A1552","GRETI",6,"F","0700EDC059",1,2019,2017,"adult"
"3087",2020-01-10,"C5A1583","GRETI",5,"M","0700EDC07C",1,2020,2019,"adult"
"3088",2020-10-28,"C5H4255","GRETI",4,"M","0700EDC082",1,2020,2019,"adult"
"3089",2019-10-25,"C5A1165","GRETI",6,"M","0700EDC0A8",1,2019,2017,"adult"
"3090",2019-12-02,"C5A1458","GRETI",5,"F","0700EDC0AF",1,2019,2018,"adult"
"3091",2019-12-09,"C5A1503","GRETI",5,"F","0700EDC0BB",1,2019,2018,"adult"
"3092",2020-11-06,"C3T2807","GRETI",4,"M","0700EDC0BC",1,2020,2019,"adult"
"3093",2019-11-15,"C5A1305","GRETI",6,"F","0700EDC0BE",2,2019,2017,"adult"
"3094",2020-02-11,"C5A1305","GRETI",5,"F","0700EDC0BE",2,2020,2019,"adult"
"3096",2019-11-27,"C5A1421","GRETI",6,"M","0700EDC11D",2,2019,2017,"adult"
"3097",2020-11-06,"C5A1421","GRETI",4,"M","0700EDC11D",2,2020,2019,"adult"
"3100",2020-12-07,"B5H0136","MARTI",2,"","0700EDC165",1,2020,2020,"first.year"
"3102",2019-11-25,"C5A1406","GRETI",5,"F","0700EDC190",1,2019,2018,"adult"
"3104",2020-10-28,"C5H4251","GRETI",3,"M","0700EDC1DE",1,2020,2020,"first.year"
"3105",2020-11-13,"CET2737","GRETI",3,"M","0700EDC1FC",1,2020,2020,"first.year"
"3108",2020-10-19,"C5H4215","GRETI",4,"M","0700EDC259",2,2020,2019,"adult"
"3110",2019-10-25,"C5A1163","GRETI",6,"M","0700EDC264",1,2019,2017,"adult"
"3111",2020-11-10,"C3T2667","GRETI",3,"M","0700EDC287",2,2020,2020,"first.year"
"3112",2020-12-03,"C3T2667","GRETI",3,"M","0700EDC287",2,2020,2020,"first.year"
"3113",2020-09-28,"C5H4143","GRETI",4,"M","0700EDC29E",2,2020,2019,"adult"
"3114",2020-11-17,"C5H4143","GRETI",4,"M","0700EDC29E",2,2020,2019,"adult"
"3116",2019-10-28,"C5A1190","GRETI",5,"F","0700EDC2BC",1,2019,2018,"adult"
"3117",2020-10-19,"C5H4202","GRETI",4,"F","0700EDC2BD",1,2020,2019,"adult"
"3118",2019-11-11,"C5A1272","GRETI",6,"M","0700EDC2CD",2,2019,2017,"adult"
"3119",2019-12-06,"C5A1272","GRETI",6,"M","0700EDC2CD",2,2019,2017,"adult"
"3121",2020-07-28,"C5A1837","GRETI",3,"","0700EDC2D1",2,2020,2020,"first.year"
"3125",2020-11-10,"C3T2813","GRETI",4,"M","0700EDC2FB",1,2020,2019,"adult"
"3127",2020-11-17,"C3T2830","GRETI",3,"F","0700EDC32E",2,2020,2020,"first.year"
"3128",2020-11-18,"C3T2830","GRETI",4,"F","0700EDC32E",2,2020,2019,"adult"
"3130",2019-11-18,"C5A1352","GRETI",6,"F","0700EDC397",1,2019,2017,"adult"
"3131",2019-10-25,"C5A1158","GRETI",5,"F","0700EDC41F",1,2019,2018,"adult"
"3133",2020-01-09,"C5A1576","GRETI",6,"F","0700EDC433",1,2020,2018,"adult"
"3134",2020-02-04,"C5A1651","GRETI",5,"F","0700EDC43B",1,2020,2019,"adult"
"3137",2020-11-20,"B5H0090","MARTI",2,"","0700EDC4D5",1,2020,2020,"first.year"
"3138",2019-12-02,"C5A1446","GRETI",5,"F","0700EDC4DE",1,2019,2018,"adult"
"3139",2019-11-13,"C5A1401","GRETI",6,"M","0700EDC534",1,2019,2017,"adult"
"3141",2019-10-30,"C5A1204","GRETI",6,"M","0700EDC54F",2,2019,2017,"adult"
